huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
Epoch[1] Iteration[1/321], loss: 4.3719, nitc_loss: 4.3942, ritc_loss: -0.0223, Base Lr: 1.00e-06
Epoch[1] Iteration[186/321], loss: 3.8350, nitc_loss: 3.6921, ritc_loss: 0.1428, Base Lr: 2.96e-05
Epoch[1] Iteration[187/321], loss: 3.8588, nitc_loss: 3.7377, ritc_loss: 0.1210, Base Lr: 2.97e-05
Epoch[1] Iteration[188/321], loss: 3.8519, nitc_loss: 3.7123, ritc_loss: 0.1396, Base Lr: 2.99e-05
Epoch[1] Iteration[189/321], loss: 3.9096, nitc_loss: 3.7589, ritc_loss: 0.1508, Base Lr: 3.00e-05
Epoch[1] Iteration[190/321], loss: 3.9265, nitc_loss: 3.8068, ritc_loss: 0.1197, Base Lr: 3.02e-05
Epoch[1] Iteration[191/321], loss: 3.9111, nitc_loss: 3.7674, ritc_loss: 0.1437, Base Lr: 3.03e-05
Epoch[1] Iteration[192/321], loss: 3.8538, nitc_loss: 3.7010, ritc_loss: 0.1528, Base Lr: 3.05e-05
Epoch[1] Iteration[193/321], loss: 3.9240, nitc_loss: 3.7966, ritc_loss: 0.1274, Base Lr: 3.07e-05
Epoch[1] Iteration[194/321], loss: 3.7715, nitc_loss: 3.6716, ritc_loss: 0.0999, Base Lr: 3.08e-05
Epoch[1] Iteration[195/321], loss: 3.9449, nitc_loss: 3.8509, ritc_loss: 0.0940, Base Lr: 3.10e-05
Epoch[1] Iteration[196/321], loss: 3.8911, nitc_loss: 3.7752, ritc_loss: 0.1159, Base Lr: 3.11e-05
Epoch[1] Iteration[197/321], loss: 3.8260, nitc_loss: 3.7012, ritc_loss: 0.1248, Base Lr: 3.13e-05
Epoch[1] Iteration[198/321], loss: 3.8783, nitc_loss: 3.7688, ritc_loss: 0.1096, Base Lr: 3.14e-05
Epoch[1] Iteration[199/321], loss: 3.7778, nitc_loss: 3.5994, ritc_loss: 0.1784, Base Lr: 3.16e-05
Epoch[1] Iteration[200/321], loss: 3.9155, nitc_loss: 3.7665, ritc_loss: 0.1491, Base Lr: 3.17e-05
Epoch[1] Iteration[201/321], loss: 3.8449, nitc_loss: 3.7130, ritc_loss: 0.1319, Base Lr: 3.19e-05
Epoch[1] Iteration[202/321], loss: 3.7982, nitc_loss: 3.6520, ritc_loss: 0.1462, Base Lr: 3.20e-05
Epoch[1] Iteration[203/321], loss: 3.9875, nitc_loss: 3.8315, ritc_loss: 0.1560, Base Lr: 3.22e-05
Epoch[1] Iteration[204/321], loss: 3.8073, nitc_loss: 3.6536, ritc_loss: 0.1538, Base Lr: 3.24e-05
Epoch[1] Iteration[205/321], loss: 3.9361, nitc_loss: 3.7760, ritc_loss: 0.1601, Base Lr: 3.25e-05
Epoch[1] Iteration[206/321], loss: 3.9103, nitc_loss: 3.7802, ritc_loss: 0.1301, Base Lr: 3.27e-05
Epoch[1] Iteration[207/321], loss: 3.8670, nitc_loss: 3.7450, ritc_loss: 0.1220, Base Lr: 3.28e-05
Epoch[1] Iteration[208/321], loss: 3.9255, nitc_loss: 3.7886, ritc_loss: 0.1369, Base Lr: 3.30e-05
Epoch[1] Iteration[209/321], loss: 3.9032, nitc_loss: 3.7749, ritc_loss: 0.1283, Base Lr: 3.31e-05
Epoch[1] Iteration[210/321], loss: 4.0355, nitc_loss: 3.8672, ritc_loss: 0.1683, Base Lr: 3.33e-05
Epoch[1] Iteration[211/321], loss: 3.9084, nitc_loss: 3.7772, ritc_loss: 0.1312, Base Lr: 3.34e-05
Epoch[1] Iteration[212/321], loss: 3.8404, nitc_loss: 3.7378, ritc_loss: 0.1026, Base Lr: 3.36e-05
Epoch[1] Iteration[213/321], loss: 3.9004, nitc_loss: 3.7905, ritc_loss: 0.1099, Base Lr: 3.37e-05
Epoch[1] Iteration[214/321], loss: 3.9205, nitc_loss: 3.7653, ritc_loss: 0.1552, Base Lr: 3.39e-05
Epoch[1] Iteration[215/321], loss: 3.9434, nitc_loss: 3.8112, ritc_loss: 0.1322, Base Lr: 3.41e-05
Epoch[1] Iteration[216/321], loss: 3.9190, nitc_loss: 3.7880, ritc_loss: 0.1310, Base Lr: 3.42e-05
Epoch[1] Iteration[217/321], loss: 3.9172, nitc_loss: 3.7513, ritc_loss: 0.1659, Base Lr: 3.44e-05
Epoch[1] Iteration[218/321], loss: 3.7819, nitc_loss: 3.6568, ritc_loss: 0.1252, Base Lr: 3.45e-05
Epoch[1] Iteration[219/321], loss: 3.8478, nitc_loss: 3.7478, ritc_loss: 0.1000, Base Lr: 3.47e-05
Epoch[1] Iteration[220/321], loss: 3.8667, nitc_loss: 3.7872, ritc_loss: 0.0795, Base Lr: 3.48e-05
Epoch[1] Iteration[221/321], loss: 3.9307, nitc_loss: 3.7597, ritc_loss: 0.1710, Base Lr: 3.50e-05
Epoch[1] Iteration[222/321], loss: 3.8611, nitc_loss: 3.7228, ritc_loss: 0.1383, Base Lr: 3.51e-05
Epoch[1] Iteration[223/321], loss: 3.9273, nitc_loss: 3.7829, ritc_loss: 0.1443, Base Lr: 3.53e-05
Epoch[1] Iteration[224/321], loss: 3.9337, nitc_loss: 3.7627, ritc_loss: 0.1710, Base Lr: 3.54e-05
Epoch[1] Iteration[225/321], loss: 3.7725, nitc_loss: 3.6339, ritc_loss: 0.1386, Base Lr: 3.56e-05
Epoch[1] Iteration[226/321], loss: 3.8296, nitc_loss: 3.7053, ritc_loss: 0.1244, Base Lr: 3.58e-05
Epoch[1] Iteration[227/321], loss: 3.9401, nitc_loss: 3.8218, ritc_loss: 0.1184, Base Lr: 3.59e-05
Epoch[1] Iteration[228/321], loss: 3.9120, nitc_loss: 3.8105, ritc_loss: 0.1014, Base Lr: 3.61e-05
Epoch[1] Iteration[229/321], loss: 3.9239, nitc_loss: 3.8091, ritc_loss: 0.1148, Base Lr: 3.62e-05
Epoch[1] Iteration[230/321], loss: 3.8585, nitc_loss: 3.7407, ritc_loss: 0.1178, Base Lr: 3.64e-05
Epoch[1] Iteration[231/321], loss: 3.8218, nitc_loss: 3.7198, ritc_loss: 0.1020, Base Lr: 3.65e-05
Epoch[1] Iteration[232/321], loss: 3.7963, nitc_loss: 3.6925, ritc_loss: 0.1038, Base Lr: 3.67e-05
Epoch[1] Iteration[233/321], loss: 3.8070, nitc_loss: 3.6939, ritc_loss: 0.1132, Base Lr: 3.68e-05
Epoch[1] Iteration[234/321], loss: 3.9298, nitc_loss: 3.8012, ritc_loss: 0.1286, Base Lr: 3.70e-05
Epoch[1] Iteration[235/321], loss: 3.9190, nitc_loss: 3.7757, ritc_loss: 0.1433, Base Lr: 3.71e-05
Epoch[1] Iteration[236/321], loss: 3.9802, nitc_loss: 3.8086, ritc_loss: 0.1716, Base Lr: 3.73e-05
Epoch[1] Iteration[237/321], loss: 3.9951, nitc_loss: 3.8624, ritc_loss: 0.1327, Base Lr: 3.74e-05
Epoch[1] Iteration[238/321], loss: 3.8587, nitc_loss: 3.7199, ritc_loss: 0.1388, Base Lr: 3.76e-05
Epoch[1] Iteration[239/321], loss: 3.9086, nitc_loss: 3.7365, ritc_loss: 0.1720, Base Lr: 3.78e-05
Epoch[1] Iteration[240/321], loss: 4.0325, nitc_loss: 3.8923, ritc_loss: 0.1402, Base Lr: 3.79e-05
Epoch[1] Iteration[241/321], loss: 3.9593, nitc_loss: 3.8381, ritc_loss: 0.1212, Base Lr: 3.81e-05
Epoch[1] Iteration[242/321], loss: 3.9270, nitc_loss: 3.7910, ritc_loss: 0.1360, Base Lr: 3.82e-05
Epoch[1] Iteration[243/321], loss: 3.9080, nitc_loss: 3.7729, ritc_loss: 0.1350, Base Lr: 3.84e-05
Epoch[1] Iteration[244/321], loss: 3.8516, nitc_loss: 3.7432, ritc_loss: 0.1084, Base Lr: 3.85e-05
Epoch[1] Iteration[245/321], loss: 3.8414, nitc_loss: 3.7203, ritc_loss: 0.1211, Base Lr: 3.87e-05
Epoch[1] Iteration[246/321], loss: 3.9240, nitc_loss: 3.7999, ritc_loss: 0.1241, Base Lr: 3.88e-05
Epoch[1] Iteration[247/321], loss: 4.0532, nitc_loss: 3.9118, ritc_loss: 0.1414, Base Lr: 3.90e-05
Epoch[1] Iteration[248/321], loss: 4.0111, nitc_loss: 3.8301, ritc_loss: 0.1810, Base Lr: 3.91e-05
Epoch[1] Iteration[249/321], loss: 4.0925, nitc_loss: 3.9479, ritc_loss: 0.1446, Base Lr: 3.93e-05
Epoch[1] Iteration[250/321], loss: 3.9489, nitc_loss: 3.8077, ritc_loss: 0.1413, Base Lr: 3.95e-05
Epoch[1] Iteration[251/321], loss: 4.0017, nitc_loss: 3.8636, ritc_loss: 0.1381, Base Lr: 3.96e-05
Epoch[1] Iteration[252/321], loss: 4.0037, nitc_loss: 3.8741, ritc_loss: 0.1297, Base Lr: 3.98e-05
Epoch[1] Iteration[253/321], loss: 3.9733, nitc_loss: 3.8574, ritc_loss: 0.1159, Base Lr: 3.99e-05
Epoch[1] Iteration[254/321], loss: 3.9694, nitc_loss: 3.8897, ritc_loss: 0.0797, Base Lr: 4.01e-05
Epoch[1] Iteration[255/321], loss: 4.1165, nitc_loss: 4.0346, ritc_loss: 0.0820, Base Lr: 4.02e-05
Epoch[1] Iteration[256/321], loss: 4.0841, nitc_loss: 3.9650, ritc_loss: 0.1191, Base Lr: 4.04e-05
Epoch[1] Iteration[257/321], loss: 3.9753, nitc_loss: 3.8805, ritc_loss: 0.0948, Base Lr: 4.05e-05
Epoch[1] Iteration[258/321], loss: 3.9878, nitc_loss: 3.9045, ritc_loss: 0.0833, Base Lr: 4.07e-05
Epoch[1] Iteration[259/321], loss: 4.0153, nitc_loss: 3.9387, ritc_loss: 0.0767, Base Lr: 4.08e-05
Epoch[1] Iteration[260/321], loss: 3.9676, nitc_loss: 3.8685, ritc_loss: 0.0992, Base Lr: 4.10e-05
Epoch[1] Iteration[261/321], loss: 3.9628, nitc_loss: 3.8697, ritc_loss: 0.0930, Base Lr: 4.12e-05
Epoch[1] Iteration[262/321], loss: 4.0312, nitc_loss: 3.9512, ritc_loss: 0.0800, Base Lr: 4.13e-05
Epoch[1] Iteration[263/321], loss: 4.0882, nitc_loss: 3.9929, ritc_loss: 0.0953, Base Lr: 4.15e-05
Epoch[1] Iteration[264/321], loss: 4.0114, nitc_loss: 3.9014, ritc_loss: 0.1100, Base Lr: 4.16e-05
Epoch[1] Iteration[265/321], loss: 3.9178, nitc_loss: 3.7876, ritc_loss: 0.1302, Base Lr: 4.18e-05
Epoch[1] Iteration[266/321], loss: 3.9282, nitc_loss: 3.8204, ritc_loss: 0.1078, Base Lr: 4.19e-05
Epoch[1] Iteration[267/321], loss: 4.0243, nitc_loss: 3.9097, ritc_loss: 0.1146, Base Lr: 4.21e-05
Epoch[1] Iteration[268/321], loss: 3.9403, nitc_loss: 3.8051, ritc_loss: 0.1353, Base Lr: 4.22e-05
Epoch[1] Iteration[269/321], loss: 4.0502, nitc_loss: 3.9416, ritc_loss: 0.1086, Base Lr: 4.24e-05
Epoch[1] Iteration[270/321], loss: 3.9400, nitc_loss: 3.8224, ritc_loss: 0.1176, Base Lr: 4.25e-05
Epoch[1] Iteration[271/321], loss: 3.9216, nitc_loss: 3.8086, ritc_loss: 0.1130, Base Lr: 4.27e-05
Epoch[1] Iteration[272/321], loss: 3.9822, nitc_loss: 3.8373, ritc_loss: 0.1449, Base Lr: 4.29e-05
Epoch[1] Iteration[273/321], loss: 3.9594, nitc_loss: 3.8421, ritc_loss: 0.1173, Base Lr: 4.30e-05
Epoch[1] Iteration[274/321], loss: 3.9060, nitc_loss: 3.8028, ritc_loss: 0.1032, Base Lr: 4.32e-05
Epoch[1] Iteration[275/321], loss: 3.9661, nitc_loss: 3.8622, ritc_loss: 0.1039, Base Lr: 4.33e-05
Epoch[1] Iteration[276/321], loss: 3.8671, nitc_loss: 3.7610, ritc_loss: 0.1062, Base Lr: 4.35e-05
Epoch[1] Iteration[277/321], loss: 3.9927, nitc_loss: 3.9147, ritc_loss: 0.0780, Base Lr: 4.36e-05
Epoch[1] Iteration[278/321], loss: 4.0224, nitc_loss: 3.9082, ritc_loss: 0.1142, Base Lr: 4.38e-05
Epoch[1] Iteration[279/321], loss: 4.0327, nitc_loss: 3.9434, ritc_loss: 0.0893, Base Lr: 4.39e-05
Epoch[1] Iteration[280/321], loss: 3.9268, nitc_loss: 3.7870, ritc_loss: 0.1398, Base Lr: 4.41e-05
Epoch[1] Iteration[281/321], loss: 4.0096, nitc_loss: 3.8719, ritc_loss: 0.1377, Base Lr: 4.42e-05
Epoch[1] Iteration[282/321], loss: 3.8700, nitc_loss: 3.7460, ritc_loss: 0.1240, Base Lr: 4.44e-05
Epoch[1] Iteration[283/321], loss: 3.9188, nitc_loss: 3.8199, ritc_loss: 0.0989, Base Lr: 4.46e-05
Epoch[1] Iteration[284/321], loss: 3.9779, nitc_loss: 3.8247, ritc_loss: 0.1532, Base Lr: 4.47e-05
Epoch[1] Iteration[285/321], loss: 3.9603, nitc_loss: 3.7984, ritc_loss: 0.1619, Base Lr: 4.49e-05
Epoch[1] Iteration[286/321], loss: 4.0012, nitc_loss: 3.8485, ritc_loss: 0.1527, Base Lr: 4.50e-05
Epoch[1] Iteration[287/321], loss: 3.9750, nitc_loss: 3.8162, ritc_loss: 0.1588, Base Lr: 4.52e-05
Epoch[1] Iteration[288/321], loss: 4.0162, nitc_loss: 3.8764, ritc_loss: 0.1398, Base Lr: 4.53e-05
Epoch[1] Iteration[289/321], loss: 3.9544, nitc_loss: 3.8054, ritc_loss: 0.1490, Base Lr: 4.55e-05
Epoch[1] Iteration[290/321], loss: 3.9717, nitc_loss: 3.8521, ritc_loss: 0.1197, Base Lr: 4.56e-05
Epoch[1] Iteration[291/321], loss: 3.9872, nitc_loss: 3.8786, ritc_loss: 0.1086, Base Lr: 4.58e-05
Epoch[1] Iteration[292/321], loss: 3.9788, nitc_loss: 3.8950, ritc_loss: 0.0839, Base Lr: 4.59e-05
Epoch[1] Iteration[293/321], loss: 3.9895, nitc_loss: 3.9022, ritc_loss: 0.0873, Base Lr: 4.61e-05
Epoch[1] Iteration[294/321], loss: 4.0268, nitc_loss: 3.9239, ritc_loss: 0.1029, Base Lr: 4.63e-05
Epoch[1] Iteration[295/321], loss: 4.0721, nitc_loss: 3.9624, ritc_loss: 0.1097, Base Lr: 4.64e-05
Epoch[1] Iteration[296/321], loss: 3.9630, nitc_loss: 3.8693, ritc_loss: 0.0937, Base Lr: 4.66e-05
Epoch[1] Iteration[297/321], loss: 3.9746, nitc_loss: 3.8403, ritc_loss: 0.1343, Base Lr: 4.67e-05
Epoch[1] Iteration[298/321], loss: 4.0384, nitc_loss: 3.9286, ritc_loss: 0.1098, Base Lr: 4.69e-05
Epoch[1] Iteration[299/321], loss: 4.0538, nitc_loss: 3.9708, ritc_loss: 0.0830, Base Lr: 4.70e-05
Epoch[1] Iteration[300/321], loss: 4.0283, nitc_loss: 3.9629, ritc_loss: 0.0654, Base Lr: 4.72e-05
Epoch[1] Iteration[301/321], loss: 4.0442, nitc_loss: 3.9546, ritc_loss: 0.0895, Base Lr: 4.73e-05
Epoch[1] Iteration[302/321], loss: 4.0598, nitc_loss: 3.9601, ritc_loss: 0.0997, Base Lr: 4.75e-05
Epoch[1] Iteration[303/321], loss: 3.9965, nitc_loss: 3.9063, ritc_loss: 0.0902, Base Lr: 4.76e-05
Epoch[1] Iteration[304/321], loss: 4.0596, nitc_loss: 3.9697, ritc_loss: 0.0899, Base Lr: 4.78e-05
Epoch[1] Iteration[305/321], loss: 4.0147, nitc_loss: 3.9180, ritc_loss: 0.0967, Base Lr: 4.80e-05
Epoch[1] Iteration[306/321], loss: 4.0862, nitc_loss: 4.0175, ritc_loss: 0.0686, Base Lr: 4.81e-05
Epoch[1] Iteration[307/321], loss: 4.0036, nitc_loss: 3.9364, ritc_loss: 0.0673, Base Lr: 4.83e-05
Epoch[1] Iteration[308/321], loss: 4.0896, nitc_loss: 4.0100, ritc_loss: 0.0796, Base Lr: 4.84e-05
Epoch[1] Iteration[309/321], loss: 4.0697, nitc_loss: 3.9898, ritc_loss: 0.0799, Base Lr: 4.86e-05
Epoch[1] Iteration[310/321], loss: 4.0163, nitc_loss: 3.8803, ritc_loss: 0.1360, Base Lr: 4.87e-05
Epoch[1] Iteration[311/321], loss: 4.0406, nitc_loss: 3.9214, ritc_loss: 0.1192, Base Lr: 4.89e-05
Epoch[1] Iteration[312/321], loss: 3.9841, nitc_loss: 3.8240, ritc_loss: 0.1602, Base Lr: 4.90e-05
Epoch[1] Iteration[313/321], loss: 4.0670, nitc_loss: 3.9538, ritc_loss: 0.1131, Base Lr: 4.92e-05
Epoch[1] Iteration[314/321], loss: 4.1535, nitc_loss: 4.0576, ritc_loss: 0.0959, Base Lr: 4.93e-05
Epoch[1] Iteration[315/321], loss: 4.0521, nitc_loss: 3.9371, ritc_loss: 0.1150, Base Lr: 4.95e-05
Epoch[1] Iteration[316/321], loss: 3.9913, nitc_loss: 3.9038, ritc_loss: 0.0875, Base Lr: 4.97e-05
Epoch[1] Iteration[317/321], loss: 4.0363, nitc_loss: 3.9178, ritc_loss: 0.1185, Base Lr: 4.98e-05
Epoch[1] Iteration[318/321], loss: 4.0386, nitc_loss: 3.9118, ritc_loss: 0.1268, Base Lr: 5.00e-05
Epoch[1] Iteration[319/321], loss: 4.0517, nitc_loss: 3.9553, ritc_loss: 0.0964, Base Lr: 5.01e-05
Epoch[1] Iteration[320/321], loss: 4.0759, nitc_loss: 3.9706, ritc_loss: 0.1052, Base Lr: 5.03e-05
Epoch[1] Iteration[321/321], loss: 4.0136, nitc_loss: 3.9119, ritc_loss: 0.1017, Base Lr: 5.04e-05
Epoch 1 done. Time per batch: 0.817[s] Speed: 122.4[samples/s]
